000006.jpg	Disconnector	1228.8336	460.52747	1247.5908	490.3235
000006.jpg	Disconnector	1230.2386	836.85547	1247.468	862.9663
000006.jpg	Disconnector	650.67377	464.16254	669.4046	484.25446
000006.jpg	Disconnector	1793.7428	940.39746	1806.9282	959.7434
000006.jpg	Disconnector	652.9695	836.9216	670.1277	861.49774
000006.jpg	Disconnector	662.1493	929.6438	673.67896	950.0399
000006.jpg	Disconnector	652.8179	606.63446	667.6321	627.5788
000006.jpg	Disconnector	527.9752	883.5409	541.5841	907.35974
000006.jpg	Disconnector	1798.132	928.4153	1810.4125	950.2528
000006.jpg	Disconnector	517.8948	505.63583	532.7882	533.4928
000006.jpg	Disconnector	1097.9119	511.55164	1110.9374	534.3407
000006.jpg	Disconnector	653.42255	589.1755	670.1751	611.2945
000006.jpg	Disconnector	1106.651	893.7338	1118.4283	917.1773
000006.jpg	Disconnector	1790.1641	832.7333	1805.8997	855.18896
000006.jpg	Disconnector	1671.7732	880.39355	1684.9813	896.75415
000006.jpg	GroundDisconnector	669.5629	723.4757	705.60626	740.265
000006.jpg	GroundDisconnector	534.4528	477.49896	569.4799	495.16077
000006.jpg	GroundDisconnector	669.87836	653.1086	705.0704	670.70197
000006.jpg	GroundDisconnector	1112.5878	544.34393	1148.5028	561.9035
000006.jpg	GroundDisconnector	1924.7661	451.00537	1940.354	485.4378
000006.jpg	GroundDisconnector	1813.5499	800.6058	1848.0267	816.35693
000006.jpg	GroundDisconnector	1245.2517	914.7794	1285.8989	932.59656
000006.jpg	GroundDisconnector	416.9282	450.7354	431.58908	485.45966
000006.jpg	GroundDisconnector	1812.6177	859.88904	1848.3488	878.42053
000006.jpg	GroundDisconnector	1685.8369	912.8594	1719.4583	928.8233
000006.jpg	GroundDisconnector	539.33813	917.8163	579.4906	931.72156
000006.jpg	GroundDisconnector	1249.2085	534.9226	1285.9526	552.9475
000006.jpg	GroundDisconnector	668.4204	915.4625	706.89624	931.88
000006.jpg	GroundDisconnector	665.05865	588.1723	704.4079	606.2906
000006.jpg	GroundDisconnector	1109.0251	477.43478	1149.4547	492.1436
000006.jpg	GroundDisconnector	406.14386	975.1258	423.2801	1007.9202
000006.jpg	GroundDisconnector	1806.9834	522.5468	1841.3074	539.9871
000006.jpg	GroundDisconnector	1244.7703	722.54614	1280.0608	740.7755
000006.jpg	GroundDisconnector	1122.8694	914.97107	1157.2216	933.1046
000006.jpg	GroundDisconnector	1808.0575	722.5117	1843.9996	741.3072
000006.jpg	GroundDisconnector	1122.4563	848.6112	1157.4845	865.0834
000006.jpg	GroundDisconnector	1248.8168	587.0575	1287.2059	602.494
000006.jpg	GroundDisconnector	538.4569	544.3823	571.1802	559.85205
000006.jpg	GroundDisconnector	1775.3208	1222.4144	1786.9122	1238.8916
000006.jpg	GroundDisconnector	1249.9117	859.61237	1285.3064	875.7059
000006.jpg	GroundDisconnector	543.3781	847.93695	581.8776	864.5756
000006.jpg	GroundDisconnector	472.45404	361.6394	488.85748	386.3504
000006.jpg	GroundDisconnector	1783.2485	1218.334	1794.275	1237.1084
